1997,1997,1997,2006,1998,2019
1997,1997,1997,1997,2000,2016
1997,1998,1997,1997,2001,2001
1997,1998,1997,1998,2001,2001
1997,1997,1998,1998,2002,2002
1998,1998,1998,1998,2002,2002
1998,1998,1998,1998,2002,2015
1998,1998,1998,1998,2002,2003
1998,1998,1998,1999,2002,2003
1998,1998,1999,1999,2003,2003
1998,1998,1999,1999,2003,2004
1998,1999,2000,2001,2003,2003
1999,1999,2000,2002,2003,2007
1999,2000,2000,2001,2004,2004
1999,2005,2000,2007,2004,2004
1999,2000,2001,2001,2005,2005
1999,2001,2002,2002,2005,2005
1999,2003,2002,2007,2005,2005
1999,2001,2002,2003,2005,2008
1999,2001,2003,2008,2006,2006
1999,2002,2003,2003,2007,2009
1999,2002,2003,2003,2008,2009
1999,2003,2003,2010,2008,2008
1999,2011,2003,2007,2008,2010
1999,2014,2004,2005,2008,2014
1999,2010,2004,2004,2011,2016
1999,2000,2004,2004,2011,2018
1999,2015,2004,2013,2011,2011
1999,2001,2005,2006,2011,2012
1999,2004,2005,2005,2012,2019
1999,2014,2005,2005,2012,2012
1999,2013,2005,2005,2012,2014
1999,2006,2006,2006,2012,2012
1999,2015,2006,2006,2013,2013
1999,2003,2006,2006,2013,2013
1999,2002,2007,2017,2013,2015
1999,2002,2007,2009,2013,2021
1999,2012,2007,2008,2014,2016
1999,2003,2007,2007,2016,2019
1999,2000,2007,2008,2016,2016
1999,2001,2008,2011,2016,2016
1999,2002,2008,2014,2016,2016
1999,2001,2008,2010,2016,2016
1999,2000,2008,2008,2016,2016
1999,2000,2008,2020,2016,2016
1999,2000,2008,2013,2016,2016
1999,2002,2008,2011,2016,2016
1999,2002,2009,2014,2016,2019
1999,2000,2009,2009,2016,2016
1999,2012,2010,2019,2016,2020
1999,2000,2010,2010,2017,2017
1999,2008,2010,2016,2019,2019
1999,2007,2010,2015,2019,2022
1999,1999,2010,2011,2020,2020
1999,2012,2010,2021,2020,2020
1999,2002,2010,2011,2020,2020
1999,1999,2011,2012,2021,2021
2004,2004,2011,2011,2021,2021
2004,2004,2011,2012,2021,2021
2004,2004,2011,2011,2021,2022
2004,2017,2011,2012,2021,2022
2005,2005,2011,2011,2021,2022
2005,2005,2011,2011,2022,2022
2006,2017,2011,2011,,
2006,2012,2011,2011,,
2006,2017,2011,2014,,
2007,2007,2011,2012,,
2007,2007,2011,2020,,
2008,2010,2012,2012,,
2008,2012,2012,2012,,
2008,2010,2012,2013,,
2008,2010,2012,2017,,
2008,2017,2012,2013,,
2009,2014,2012,2012,,
2009,2014,2012,2012,,
2010,2018,2012,2013,,
2010,2022,2012,2013,,
2011,2011,2012,2016,,
2012,2012,2012,2013,,
2012,2012,2012,2012,,
2012,2019,2013,2013,,
2012,2013,2013,2020,,
2012,2014,2014,2017,,
2016,2016,2014,2015,,
2016,2016,2014,2014,,
2018,2018,2014,2015,,
2018,2022,2015,2016,,
2018,2019,2015,2015,,
2019,2022,2015,2016,,
2020,2022,2015,2015,,
2020,2021,2015,2016,,
2021,2021,2015,2016,,
2022,2022,2015,2015,,
2022,2022,2015,2016,,
,,2015,2016,,
,,2015,2020,,
,,2016,2016,,
,,2016,2019,,
,,2016,2016,,
,,2016,2017,,
,,2016,2016,,
,,2016,2016,,
,,2016,2022,,
,,2016,2017,,
,,2016,2016,,
,,2016,2016,,
,,2016,2019,,
,,2016,2020,,
,,2016,2017,,
,,2017,2020,,
,,2017,2017,,
,,2017,2017,,
,,2017,2017,,
,,2017,2018,,
,,2017,2022,,
,,2017,2021,,
,,2017,2018,,
,,2018,2018,,
,,2018,2021,,
,,2018,2018,,
,,2018,2021,,
,,2018,2019,,
,,2018,2019,,
,,2018,2019,,
,,2018,2018,,
,,2018,2019,,
,,2018,2021,,
,,2018,2019,,
,,2018,2019,,
,,2018,2019,,
,,2019,2019,,
,,2019,2019,,
,,2019,2020,,
,,2019,2021,,
,,2019,2019,,
,,2019,2020,,
,,2019,2020,,
,,2019,2021,,
,,2019,2019,,
,,2019,2020,,
,,2019,2020,,
,,2019,2022,,
,,2020,2021,,
,,2020,2020,,
,,2020,2020,,
,,2020,2021,,
,,2020,2021,,
,,2020,2021,,
,,2020,2021,,
,,2020,2021,,
,,2020,2020,,
,,2020,2021,,
,,2020,2020,,
,,2021,2021,,
,,2021,2022,,
,,2021,2022,,
,,2021,2021,,
,,2021,2021,,
,,2021,2022,,
,,2021,2021,,
,,2021,2022,,
,,2021,2021,,
,,2021,2022,,
,,2021,2021,,
,,2021,2022,,
,,2021,2021,,
,,2021,2021,,
,,2021,2022,,
,,2021,2021,,
,,2021,2021,,
,,2021,2022,,
,,2021,2021,,
,,2021,2022,,
,,2021,2022,,
,,2021,2022,,
,,2022,2022,,
,,2022,2022,,
,,2022,2022,,
,,2022,2022,,
,,2022,2022,,
,,2022,2022,,
