1997,2013,1997,1997,1997,1997
1997,2011,1997,1997,1997,1997
1997,2015,1997,1997,1997,2017
1997,2013,1997,2002,1997,1997
1997,2010,1997,1998,1997,1997
1997,2009,1997,1998,1997,1997
1997,2014,1997,1998,1997,1997
1997,2020,1997,2000,1997,1997
1997,2013,1997,1998,1997,1997
1997,1998,1997,1997,1997,2017
1998,2000,1997,1997,1997,2017
1998,1999,1997,1997,1997,2018
1998,1998,1997,1998,1997,2003
1998,1998,1997,1998,1997,2018
1998,2003,1997,1999,1997,2018
1998,1998,1997,2002,1997,2018
1998,1998,1997,1998,1997,2018
1998,2018,1997,2000,1997,1997
1998,2021,1997,2000,1997,1997
1999,2000,1997,1998,1997,2018
1999,1999,1997,1998,1997,2019
1999,2014,1997,1998,1997,2018
1999,2014,1998,1998,1997,1997
1999,2014,1998,1999,1997,2019
1999,2014,1998,1998,1997,2002
1999,2001,1998,2000,1997,2017
1999,2000,1998,2003,1997,2018
2000,2019,1998,2007,1997,2018
2001,2001,1998,1998,1997,2018
2002,2020,1998,2000,1997,2018
2002,2019,1998,1999,1997,2018
2002,2002,1998,2009,1997,2001
2002,2003,1998,1999,1997,2018
2003,2013,1998,2000,1997,2018
2003,2003,1998,1999,1997,2018
2005,2005,1998,1998,1997,2015
2006,2008,1998,1999,1997,2018
2006,2008,1998,1999,1997,2001
2006,2008,1998,2000,1997,2018
2006,2008,1998,1998,1997,2001
2006,2006,1999,1999,1997,2000
2006,2009,1999,1999,1998,1998
2006,2007,1999,1999,1998,1998
2006,2007,1999,1999,1998,1998
2006,2007,1999,2007,1998,1998
2006,2008,1999,1999,1998,1999
2006,2008,1999,2001,1998,1998
2006,2008,1999,1999,1998,2018
2006,2008,1999,1999,1998,2018
2006,2008,1999,2000,1998,2019
2006,2008,1999,2001,1998,2018
2006,2008,1999,1999,1998,2018
2006,2008,1999,1999,1998,2003
2006,2008,1999,2003,1998,2000
2006,2008,1999,2002,1998,2019
2006,2008,1999,1999,1998,2019
2006,2008,1999,1999,1998,2019
2006,2008,1999,1999,1998,2019
2006,2008,1999,1999,1998,2019
2006,2008,1999,2011,1998,2018
2006,2008,1999,2002,1998,2019
2007,2012,1999,2002,1998,2018
2008,2008,1999,2000,1998,2018
2009,2010,2000,2000,1998,2018
2009,2009,2000,2000,1998,2018
2009,2010,2000,2013,1998,2018
2009,2014,2000,2000,1998,2018
2011,2011,2000,2000,1998,2017
2012,2012,2000,2011,1998,2018
2012,2012,2000,2013,1998,2018
2012,2012,2000,2000,1998,2018
2012,2012,2000,2000,1998,2018
2012,2012,2000,2003,1998,2018
2013,2013,2000,2014,1998,2000
2013,2013,2000,2009,1998,2017
2013,2013,2000,2004,1998,1998
2013,2013,2000,2001,1998,2018
2013,2013,2000,2005,1998,2000
2013,2013,2001,2001,1998,2018
2013,2013,2001,2002,1998,2018
2013,2013,2001,2001,1998,2014
2014,2014,2001,2004,1998,2014
2014,2014,2001,2001,1998,2014
2014,2014,2001,2001,1998,2014
2014,2014,2001,2001,1998,2015
2014,2014,2001,2002,1998,2015
2014,2014,2001,2001,1998,2015
2014,2014,2001,2002,1998,2015
2014,2014,2001,2001,1998,2015
2014,2014,2001,2001,1998,2017
2014,2014,2001,2002,1998,2015
2014,2014,2002,2002,1998,2015
2014,2014,2002,2002,1998,2015
2014,2014,2002,2002,1998,2015
2014,2014,2002,2002,1998,2015
2014,2014,2002,2003,1998,2015
2014,2014,2002,2003,1998,2016
2014,2014,2002,2018,1998,2016
2015,2015,2003,2003,1998,2018
2015,2015,2003,2003,1998,2017
2015,2015,2003,2005,1998,2017
2015,2015,2003,2003,1998,2018
2015,2015,2003,2016,1998,2018
2016,2016,2003,2004,1998,2018
2016,2016,2003,2004,1998,2017
2016,2016,2003,2004,1998,2018
2016,2016,2003,2004,1998,2019
2017,2017,2003,2004,1998,2018
2017,2017,2003,2004,1998,2021
